# This file is generated; do not edit manually.
# cache: 111ee1c Cache version 2026-09-23-c1-rev240
id,zoom2d,xOffset2d,yOffset2d,resizeX,resizeY,resizeZ,boughtTemplateId,boughtId,variants
28794,1456,4,1,,,,,,
28796,1414,1,-9,,,,,,
28798,1579,,-66,,,,,,
28800,840,2,-2,,,,,,
28801,4605,9,-55,,,,,,
28803,720,4,-1,,,,,,
28804,595,1,-3,,,,,,
28805,595,1,-3,,,,,,
28806,1221,21,5,,,,,,
28807,1630,,9,,,,,,
28808,757,1,2,,,,,,
28809,3059,-5,-49,,,,,,
28810,1447,-6,4,,,,,,
28813,1447,-6,4,,,,,,
28816,1616,-3,9,,,,,,
28817,1744,,6,,,,,,
28818,1568,-1,30,,,,,,
28819,1697,-4,12,,,,,,
28820,840,2,-2,,,,,,
28821,2660,6,-32,,,,,,
28822,520,,,,,,,,
28824,465,,-1,,,,,,
28826,1104,9,-3,,,,,,
28828,976,9,-3,,,,,,
28830,2232,,-5,,,,,,
28831,1635,5,29,,,,,,
28834,1370,5,29,,,,,,
28837,710,1,-22,,,,,,
28839,1370,,7,,,,,,
28840,2130,-1,5,,,,,,
28842,2030,10,7,,,,,,
28843,2130,-1,5,,,,,,
28845,1370,,7,,,,,,
28846,2130,-1,5,,,,,,
28848,2030,10,7,,,,,,
28849,2130,-1,5,,,,,,
28851,1370,,7,,,,,,
28852,2130,-1,5,,,,,,
28854,2030,10,7,,,,,,
28855,2130,-1,5,,,,,,
28857,1370,,7,,,,,,
28858,2130,-1,5,,,,,,
28860,2030,10,7,,,,,,
28861,2130,-1,5,,,,,,
28863,464,-2,-1,,,,,,
28864,464,-2,-1,,,,,,
28865,1000,1,27,,,,,,
28866,1000,1,27,,,,,,
28867,1122,4,6,,,,,,
28868,1122,4,6,,,,,,
28869,1020,-2,7,,,,,,
28872,1122,,4,,,,,,2:28874|3:28875|4:28876|5:28877
28874,1122,,4,,,,,,
28875,1122,,4,,,,,,
28876,1122,,4,,,,,,
28877,1122,,4,,,,,,
28878,1122,,4,,,,,,2:28880|3:28881|4:28882|5:28883
28880,1122,,4,,,,,,
28881,1122,,4,,,,,,
28882,1122,,4,,,,,,
28883,1250,-1,5,,,,,,
28884,1122,4,6,,,,,,
28887,1122,4,6,,,,,,
28890,870,,14,,,,,,
28893,870,,14,,,,,,
28896,970,,-1,,,,,,
28899,2086,1,21,,,,,,
28902,2336,,-3,,,,,,
28904,720,,,,,,,,
28906,2336,,-3,,,,,,
28907,1010,1,,,,,,,
28908,1010,1,,,,,,,
28909,1010,1,,,,,,,
28910,1010,1,,,,,,,
28911,1010,1,,,,,,,
28912,1010,1,,,,,,,
28913,1010,1,,,,,,,
28914,1010,1,,,,,,,
28915,1010,1,,,,,,,
28916,1010,1,,,,,,,
28917,900,,4,,,,,,
28918,1010,1,,,,,,,
28919,848,-1,1,,,,,,
28922,848,-1,1,,,,,,
28924,1232,-2,-5,,,,,,2:28926|3:28927|4:28928
28926,1232,-2,-5,,,,,,
28927,1232,-2,-5,,,,,,
28928,1232,-2,-5,,,,,,
28929,740,,1,,,,,,
28931,680,1,5,,,,,,
28933,954,5,-21,,,,,,
28936,1217,1,3,,,,,,
28939,1744,,16,,,,,,
28942,464,3,9,,,,,,
28945,852,,-7,,,,,,
28947,1104,9,-3,,,,,,
28949,1104,9,-3,,,,,,
28951,1104,9,-3,,,,,,
28953,1104,9,-3,,,,,,
28955,1104,9,-3,,,,,,
28957,1104,9,-3,,,,,,
28958,1020,-1,11,,,,,,
28960,4688,,-39,,,,,,
28962,7504,-41,76,,,,,,
28964,1160,,22,,,,,,
28965,1160,,22,,,,,,
28966,1217,1,10,,,,,,
28967,1217,1,10,,,,,,
28968,2312,3,,,,,,,
28969,757,,,,,,,,
28970,934,-1,-2,,,,,,
28971,6711,,41,,,,,,
28972,1020,-1,11,,,,,,
28973,1360,-1,5,,,,,,
28974,724,1,1,,,,,,
28975,526,-2,-4,,,,,,
28976,724,-2,-6,,,,,,
28977,3059,-5,-49,,,,,,
28978,700,4,,,,,,,
28979,700,4,,,,,,,
28980,1110,2,-103,,,,,,
28981,1290,-2,5,,,,,,
28982,1414,,-1,,,,,,
28983,1040,1,7,,,,,,
28984,990,-1,2,,,,,,
28986,1040,-1,18,,,,,,
28987,888,,-4,,,,,,
28988,1941,3,5,,,,,,
28991,1732,1,12,,,,,,2:28993|3:28994|4:28995|5:28996
28993,1732,1,12,,,,,,
28994,1732,1,12,,,,,,
28995,1732,1,12,,,,,,
28996,1732,1,12,,,,,,
28997,1488,-3,1,,,,,,
29000,1283,6,2,,,,,,
29003,1347,2,2,,,,,,
29004,1104,-1,,,,,,,
29007,1622,,9,,,,,,
29010,757,-3,20,,,,,,
29013,1232,1,3,,,,,,
29016,1480,,,,,,,,
29019,724,,-4,,,,,,
29022,1217,,3,,,,,,
29025,1678,,3,,,,,,
29028,724,6,-32,,,,,,
29031,1104,-1,,,,,,,
29033,1622,,9,,,,,,
29035,757,-3,20,,,,,,
29037,1232,1,3,,,,,,
29039,1480,,,,,,,,
29041,724,,-4,,,,,,
29043,1217,,3,,,,,,
29045,1678,,3,,,,,,
29047,724,6,-32,,,,,,
29049,1104,-1,,,,,,,
29052,1622,,9,,,,,,
29055,757,-3,20,,,,,,
29058,1232,1,3,,,,,,
29061,1480,,,,,,,,
29064,724,,-4,,,,,,
29067,1217,,3,,,,,,
29070,1678,,3,,,,,,
29073,724,6,-32,,,,,,
29076,1328,2,18,,,,,,
29077,1200,-3,2,,,,,,
29078,1217,12,-18,,,,,,
29079,720,-1,-6,,,,,,
29080,550,,-1,,,,,,
29081,550,,-1,,,,,,
29082,550,,-1,,,,,,
29083,550,,-1,,,,,,
29084,1360,-6,-4,,,,,,
29087,550,-1,,,,,,,
29088,1605,2,26,,,,,,
29090,720,-6,8,,,,,,2:29093|3:29094|4:29095|5:29096|25:29097
29092,720,-6,8,,,,,,
29093,983,2,-4,,,,,,
29094,1016,-8,-4,,,,,,
29095,1016,-7,-7,,,,,,
29096,1016,,-9,,,,,,
29097,1016,,-9,,,,,,
29098,560,1,3,,,,,,
29101,1328,-2,-100,,,,,,
29104,1328,-2,-100,,,,,,
29107,1328,-2,-100,,,,,,
29110,1072,-2,1,,,,,,
29113,1584,3,-4,,,,,,
29116,1584,3,-4,,,,,,
29119,1200,1,3,,,,,,
29122,1712,1,3,,,,,,
29125,1584,1,3,,,,,,
29128,1328,-2,-100,,,,,,
29131,1328,-2,-100,,,,,,
29134,1328,-2,-100,,,,,,
29137,1072,-2,1,,,,,,
29140,1584,3,-4,,,,,,
29143,1584,3,-4,,,,,,
29146,1712,1,3,,,,,,
29149,1200,1,3,,,,,,
29152,1584,1,3,,,,,,
29155,560,1,3,,,,,,
29157,560,1,3,,,,,,
29159,560,1,3,,,,,,
29161,560,1,3,,,,,,
29163,1230,1,1,,,,,,
29166,590,2,-1,,,,,,
29168,1122,4,6,,,,,,
29171,1122,4,6,,,,,,
29174,1870,,5,,,,,,
29177,1870,,5,,,,,,
29180,974,6,-4,,,,,,
29183,974,6,-4,,,,,,
29186,974,6,-4,,,,,,
29189,974,6,-4,,,,,,
29192,974,6,-4,,,,,,
29195,974,6,-4,,,,,,
29198,974,6,-4,,,,,,
29201,974,6,-4,,,,,,
29204,974,6,-4,,,,,,
29207,974,6,-4,,,,,,
29210,974,6,-4,,,,,,
29213,974,6,-4,,,,,,
29216,1020,-6,,,,,,,
29217,1020,-6,,,,,,,
29218,2022,-9,11,,,,,,
29221,1290,-2,5,,,,,,
29222,906,,-2,,,,,,
29223,1290,-2,5,,,,,,
29224,906,-2,3,,,,,,
29225,778,,-2,,,,,,
29226,778,,,,,,,,
29227,906,-2,3,,,,,,
29228,906,-1,,,,,,,
29229,1034,-9,5,,,,,,
29230,906,-2,3,,,,,,
29231,778,,-2,,,,,,
29232,906,-2,4,,,,,,
29233,1802,-1,8,,,,,,
29234,778,,-2,,,,,,
29235,1674,2,5,,,,,,
29236,906,-2,-2,,,,,,
29237,906,-2,3,,,,,,
29238,778,,-2,,,,,,
29239,1674,-2,5,,,,,,
29240,906,-2,3,,,,,,
29241,906,-2,-2,,,,,,
29242,779,3,,,,,,,
29244,779,3,,,,,,,
29246,779,3,,,,,,,
29248,779,3,,,,,,,
29250,779,3,,,,,,,
29251,1645,,2,,,,,,
29253,1645,,2,,,,,,
29256,1645,,2,,,,,,
29259,1645,,2,,,,,,
29261,1645,,2,,,,,,
29263,550,,-2,,,,,,
29265,1184,,-4,,,,,,
29267,1776,3,3,,,,,,
29269,770,2,-14,,,,,,
29271,848,,-1,,,,,,
29273,848,,-1,,,,,,
29275,848,,-1,,,,,,
29277,660,-3,2,,,,,,
29280,1375,1,-1,,,,,,
29283,1897,1,7,,,,,,
29286,770,3,-3,,,,,,
29289,2140,3,6,,,,,,
29295,1144,,,,,,,,
29297,760,,,,,,,,
29299,1144,1,,,,,,,
29301,1016,,,,,,,,
29303,888,1,-3,,,,,,
29305,1872,,15,,,,,,
29307,888,,,,,,,,
29309,1360,2,1,,,,,,
29311,780,-2,-1,,,,,,2:29313|3:29314|4:29315|5:29316
29313,1036,10,-3,,,,,,
29314,1420,-3,1,,,,,,
29315,1420,-2,-12,,,,,,
29316,1420,1,5,,,,,,
29317,1086,1,39,,,,,,
29319,1086,1,6,,,,,,
29321,1086,1,6,,,,,,
29323,700,-3,5,,,,,,
29325,1184,-3,1,,,,,,2:29328|3:29329|4:29330|5:29331
29327,1678,3,1,,,,,,
29328,1678,3,1,,,,,,
29329,1875,-8,6,,,,,,
29330,2072,-3,1,,,,,,
29331,2138,1,4,,,,,,
29332,1016,-2,3,,,,,,2:29334|3:29335|4:29336|5:29337
29334,1510,2,-4,,,,,,
29335,2171,3,66,,,,,,
29336,2171,3,66,,,,,,
29337,2171,3,-58,,,,,,
29338,460,-28,-6,,,,,,
29340,522,26,6,,,,,,
29342,526,17,15,,,,,,
29344,1410,2,,,,,,,
29346,1410,2,,,,,,,
29348,1830,,,,,,,,
29350,,-2,3,,,,,,
29352,1830,,,,,,,,
29354,2086,1,21,,,,,,
29356,1830,,,,,,,,
29358,1830,,,,,,,,
29360,2160,-3,41,,,,,,
29362,2232,-16,4,,,,,,
29364,2293,,-5,,,,,,
29366,2293,,-5,,,,,,
29368,2293,,-5,,,,,,
29370,,,-17,,,,,,
29372,,,-17,,,,,,
29374,,,-17,,,,,,
29376,1830,,,,,,,,
29378,2293,,-5,,,,,,
29381,855,1,-8,64,64,64,,,
29382,600,1,100,,,,,,
29384,600,1,100,,,,,,
29386,600,1,100,,,,,,
29388,400,16,23,,,,,,
29389,400,16,23,,,,,,
29390,400,16,23,,,,,,
29391,400,16,23,,,,,,
29392,400,16,23,,,,,,
29393,400,16,23,,,,,,
29394,400,16,23,,,,,,
29395,400,16,23,,,,,,
29396,400,16,23,,,,,,
29397,400,16,23,,,,,,
29398,400,16,23,,,,,,
29399,400,16,23,,,,,,
29400,400,16,23,,,,,,
29401,400,16,23,,,,,,
29402,400,16,23,,,,,,
29403,400,16,23,,,,,,
29404,400,16,23,,,,,,
29405,400,16,23,,,,,,
29406,400,16,23,,,,,,
29407,400,16,23,,,,,,
29408,976,1,,,,,,,
29409,660,-3,2,,,,,,
29412,660,-3,2,,,,,,
29415,970,,-1,,,,,,
29418,1030,,,,,,,,
29421,1030,,,,,,,,
29424,1762,,,,,,,,
29427,1020,-1,11,,,,,,
29428,1020,-1,11,,,,,,
29431,1940,,1,,,,,,
29432,1940,,1,,,,,,
29433,830,1,-21,,,,,,
29435,830,1,-21,,,,,,
29437,1940,,1,,,,,,
29439,1370,,7,,,,,,
29441,1370,,7,,,,,,
29443,659,-3,,,,,,,
29445,1940,,1,,,,,,
29446,1940,,1,,,,,,
29447,1940,,1,,,,,,
29448,2140,-1,-2,,,,,,
29449,840,,3,,,,,,2:29451|3:29452|4:29453|5:29454
29451,1095,9,4,,,,,,
29452,1412,-1,7,,,,,,
29453,1475,-1,6,,,,,,
29454,1352,-2,22,,,,,,
29455,1010,1,,,,,,,
29458,920,7,39,,,,,,
29460,1232,4,10,,,,,,
29462,1144,,,,,,,,
29464,760,,,,,,,,
29466,1144,1,,,,,,,
29468,1016,,,,,,,,
29470,888,1,-3,,,,,,
29472,905,-8,-100,,,,,,
29474,1232,-1,-2,,,,,,
29476,1744,,-1,,,,,,
29478,800,2,-3,,,,,,
29480,1160,,,,,,,,
29482,1217,3,3,,,,,,
29484,1160,,,,,,,,
29485,1232,,,,,,,,
29486,620,1,16,,,,,,
29489,2072,5,6,,,,,,
29491,2072,5,6,,,,,,
29493,2072,5,6,,,,,,
29495,2072,5,6,,,,,,
29497,2072,5,6,,,,,,
29499,2072,5,6,,,,,,
29501,2072,5,6,,,,,,
29503,2072,5,6,,,,,,
29505,2072,5,6,,,,,,
29507,1200,-4,,,,,,,
29509,1200,-4,,,,,,,
29510,1200,-4,,,,,,,
29511,1200,-4,,,,,,,
29512,1200,-4,,,,,,,
29513,1200,-4,,,,,,,
29514,1200,-4,,,,,,,
29515,1200,-4,,,,,,,
29516,1200,-4,,,,,,,
29517,1872,-1,10,,,,,,
29518,984,15,4,,,,,,
29519,984,15,4,,,,,,
29521,1360,-4,50,,,,,,
29522,976,,,,,,,,
29523,1232,14,,,,,,,
29524,2411,1,-1,,,,,,
29525,592,,18,,,,,,
29526,592,1,12,,,,,,
29527,656,,-5,,,,,,
29528,528,1,-1,,,,,,
29529,612,,-19,,,,,,
29530,848,-3,,,,,,,
29531,987,,-1,,,,,,
29532,987,,-1,,,,,,
29533,900,,1,,,,,,
29534,272,1,1,,,,,,
29535,1235,,,,,,,,
29536,720,,,,,,,,
29537,720,,,,,,,,
29538,1010,1,-1,,,,,,
29539,1616,,-7,,,,,,
29540,1616,,-7,,,,,,
29541,1616,,-7,,,,,,
29542,1616,,-7,,,,,,
29543,1616,,-7,,,,,,
29544,1616,,-7,,,,,,
29545,1616,,-7,,,,,,
29546,1616,,-7,,,,,,
29547,1616,,-7,,,,,,
29548,1616,,-7,,,,,,
29549,1616,,-7,,,,,,
29550,1616,,-7,,,,,,
29551,1616,,-7,,,,,,
29552,400,,-5,,,,,,
29553,400,1,,,,,,,
29554,400,,-4,,,,,,
29555,400,,-3,,,,,,
29556,984,3,-32,,,,,,
29558,1020,-1,11,,,,,,
29559,3100,,-16,,,,,,
29560,720,,-4,,,,,,
29562,1250,-1,2,,,,,,
29564,1740,,1,,,,,,
29566,720,-1,-2,,,,,,
29568,1252,,,,,,,,
29570,1888,,2,,,,,,
29572,3059,-5,-49,,,,,,
29573,1382,-2,-2,200,200,200,,,
29574,886,,18,,,,,,
29577,987,-1,19,,,,,,
29580,848,,4,,,,,,
29583,1168,1,-7,,,,,,
29585,1500,2,1,,,,,,
29587,1104,-4,-26,,,,,,
29589,1619,1,2,,,,,,
29591,2138,1,5,,,,,,
29593,2138,1,5,,,,,,
29594,2138,-1,1,,,,,,
29596,840,,,,,,,,
29597,1010,1,-1,,,,,,
29598,2086,-1,-72,,,,,,
29599,2128,,,,,,,,
29602,2064,-5,13,,,,,,
29605,1957,-1,-1,,,,,,
29607,1723,1,-1,,,,,,
29609,2064,-5,13,,,,,,
29611,2128,,,,,,,,
29613,2039,3,6,,,,,,
29615,2039,3,6,,,,,,
29617,2039,3,6,,,,,,
29619,2086,-8,,,,,,,
29622,1118,,1,,,,,,
29625,1738,-1,6,,,,,,
29628,1360,1,6,,,,,,
29631,550,,-1,,,,,,
29634,550,,-1,,,,,,
29637,550,,-1,,,,,,
29640,550,,-1,,,,,,
29643,1046,6,-1,,,,,,
29646,1730,1,27,,,,,29647,
29647,,,,,,,13189,29646,
29648,888,,-7,,,,,,
29649,888,,-7,,,,,,
29651,888,,-7,,,,,,
29652,888,,-7,,,,,,
29654,888,,-7,,,,,,
29655,888,,-7,,,,,,
29657,888,,-7,,,,,,
29658,888,,-7,,,,,,
29660,888,,-7,,,,,,
29661,888,,-7,,,,,,
29663,888,,-7,,,,,,
29664,888,,-7,,,,,,
29666,888,,-7,,,,,,
29667,888,,-7,,,,,,
29669,888,,-7,,,,,,
29670,888,,-7,,,,,,
29672,888,,-7,,,,,,
29673,888,,-7,,,,,,
29675,888,,-7,,,,,,
29676,888,,-7,,,,,,
29678,888,,-7,,,,,,
29679,888,,-7,,,,,,
29682,842,1,,,,,,,
29683,842,1,,,,,,,
29684,842,1,,,,,,,
29686,1232,,3,,,,,,
29688,1232,,3,,,,,,
29690,1232,,3,,,,,,
29692,1232,,3,,,,,,
29694,1232,,3,,,,,,
29696,1232,,3,,,,,,
29698,1232,,3,,,,,,
29700,1232,,3,,,,,,
29702,1232,,3,,,,,,
29704,1232,,3,,,,,,
29706,1232,,3,,,,,,
29708,1232,,3,,,,,,
29710,1232,,3,,,,,,
29712,1232,,3,,,,,,
29714,1232,,3,,,,,,
29716,1232,,3,,,,,,
29718,1232,,3,,,,,,
29720,1232,,3,,,,,,
29722,1232,,3,,,,,,
29724,1232,,3,,,,,,
29726,1232,,3,,,,,,
29728,1232,,3,,,,,,
29730,1232,,3,,,,,,
29732,1232,,3,,,,,,
29734,1232,,3,,,,,,
29736,1232,,3,,,,,,
29738,1232,,3,,,,,,
29740,1232,,3,,,,,,
29742,1232,,3,,,,,,
29744,1232,,3,,,,,,
29746,1232,,3,,,,,,
29748,1232,,3,,,,,,
29750,1232,,3,,,,,,
29752,1232,,3,,,,,,
29754,1232,,3,,,,,,
29756,1232,,3,,,,,,
29758,1232,,3,,,,,,
29760,1232,,3,,,,,,
29762,1232,,3,,,,,,
29764,1232,,3,,,,,,
29766,1232,,3,,,,,,
29768,1232,,3,,,,,,
29770,1232,,3,,,,,,
29772,1232,,3,,,,,,
29774,976,2,1,,,,,,
29775,1217,4,5,,,,,,
29777,1660,,5,,,,,,
29778,842,1,,,,,,,
29779,842,1,,,,,,,
29780,6382,-4,-39,,,,,,
29781,1678,1,19,,,,,,
29782,842,1,,,,,,,
29784,1366,-3,-1,,,,,,
29786,590,9,64,,,,,,
29788,1872,-3,28,,,,,,
29790,1349,3,2,,,,,,
29792,1360,,6,,,,,,
29794,848,2,8,,,,,,
29796,2002,,-2,,,,,,
29799,800,,5,,,,,,
29801,493,3,59,,,,,,
29804,493,3,59,,,,,,
29806,852,,-7,,,,,,
29809,1020,-1,11,,,,,,
29816,779,-4,-3,,,,,,
29818,779,-4,-3,,,,,,
29820,779,-4,-3,,,,,,
29822,779,-4,-3,,,,,,
29824,550,,-1,,,,,,
29827,550,,-1,,,,,,
29830,550,,-1,,,,,,
29833,550,,-1,,,,,,
29836,2993,12,-86,,,,,,
29838,2668,4,-57,,,,,,
29840,1104,-1,,,,,,,
29841,1622,,9,,,,,,
29842,757,-3,20,,,,,,
29843,1232,1,3,,,,,,
29844,1480,,,,,,,,
29845,724,,-4,,,,,,
29846,1217,,3,,,,,,
29847,1678,,3,,,,,,
29848,724,6,-32,,,,,,
29849,1941,3,5,,,,,,
29850,1488,-3,1,,,,,,
29851,1283,6,2,,,,,,
29852,1732,1,12,,,,,,2:28993|3:28994|4:28995|5:28996
29853,1010,1,,,,,,,
29854,1010,1,,,,,,,
29855,1010,1,,,,,,,
29856,1010,1,,,,,,,
29857,1010,1,,,,,,,
29858,1010,1,,,,,,,
29859,1010,1,,,,,,,
29860,1410,3,-6,,,,,,
29861,1410,3,-6,,,,,,
29862,1410,3,-6,,,,,,
29863,1410,3,-6,,,,,,
29864,1410,3,-6,,,,,,
29865,842,1,,,,,,,
29866,842,1,,,,,,,
29867,3059,-5,-49,,,,,,
29868,789,1,1,,,,,,
29870,1200,,,,,,,,
29872,1974,,-1,,,,,,
29874,770,1,-6,,,,,,
29876,1370,,-16,,,,,,
29877,976,-1,10,,,,,,
29878,840,,,,,,,,
29879,1040,1,7,,,,,,
29880,1020,,11,,,,,,
29881,1020,,11,,,,,,
29882,1020,,11,,,,,,
29883,1020,,11,,,,,,
29884,1200,-1,,,,,,,
29885,1100,1,1,,,,,,
29886,1100,1,1,,,,,,
29887,1100,1,1,,,,,,
29888,1100,1,1,,,,,,
29889,1104,1,-1,,,,,,
29892,650,1,5,,,,,,
29893,650,1,5,,,,,,
29895,625,3,2,,,,,,
29897,1100,1,1,,,,,,
29898,700,4,1,,,,,,
29899,700,4,1,,,,,,
29900,700,4,1,,,,,,
29903,2200,1,6,,,,,,
29904,2200,1,6,,,,,,
29905,1020,2,9,,,,,,
29906,700,-3,5,,,,,,
29907,464,,1,,,,,,
29908,1447,-1,24,,,,,,
29909,720,1,-14,,,,,,
29910,760,-3,-33,,,,,,
29911,1180,-6,4,,,,,,
29912,800,,-22,,,,,,
29913,800,,-22,,,,,,
29914,1151,,1,,,,,,
29915,1360,,13,,,,,,
29916,1151,,1,,,,,,
29918,1360,,13,,,,,,
29920,1214,4,25,,,,,,
29922,900,2,2,,,,,,
29923,700,-3,5,,,,,,
29925,720,-1,,,,,,,
29926,1020,2,9,,,,,,
29927,1217,2,4,,,,,,
29928,1400,4,7,,,,,,
29929,822,,-1,,,,,,
29930,822,,-1,,,,,,
29931,822,,-1,,,,,,
29932,822,,-1,,,,,,
29933,822,,-1,,,,,,
29934,822,,-1,,,,,,
29936,822,,-1,,,,,,
29938,822,,-1,,,,,,
29940,822,,-1,,,,,,
29942,822,,-1,,,,,,
29944,970,,-1,,,,,,
29947,970,,-1,,,,,,
29950,970,,-1,,,,,,
29952,970,,-1,,,,,,
29955,970,,-1,,,,,,
29958,970,,-1,,,,,,
29961,970,,-1,,,,,,
29963,970,,-1,,,,,,
29966,970,,-1,,,,,,
29969,970,,-1,,,,,,
29971,1050,1,93,,,,,,
29972,1050,1,93,,,,,,
29973,1050,1,93,,,,,,
29974,650,6,20,,,,,,
29976,650,5,22,,,,,,
29978,1300,,5,,,,,,
29980,1300,,5,,,,,,
29982,1744,,,,,,,,
29984,1744,,,,,,,,
29986,,8,-12,,,,,,
29988,620,,1,,,,,,
29990,620,,1,,,,,,
29992,620,,1,,,,,,
29993,700,,,,,,,,
29996,1232,-1,-47,,,,,,
29998,1232,-1,-47,,,,,,
29999,1574,3,8,,,,,,
30000,1450,-1,-20,,,,,,
30002,1450,-1,-20,,,,,,
30005,710,1,-22,,,,,,
30007,710,1,-22,,,,,,
30009,710,1,-22,,,,,,
30011,700,,,,,,,,
30012,700,,,,,,,,
30013,700,,,,,,,,
30014,700,,,,,,,,
30015,700,,,,,,,,
30016,700,,,,,,,,
30017,700,,,,,,,,
30018,700,,,,,,,,
30019,700,,,,,,,,
30020,700,,,,,,,,
30021,700,,-3,,,,,,
30022,700,,-3,,,,,,
30023,700,,-3,,,,,,
30024,700,,-3,,,,,,
30025,700,,-3,,,,,,
30026,700,,-3,,,,,,
30027,700,,-3,,,,,,
30028,700,,-3,,,,,,
30029,700,,-3,,,,,,
30030,700,,-3,,,,,,
30031,956,2,-18,,,,,,
30032,840,,,,,,,,
30034,700,4,,,,,,,
30035,840,,,,,,,,
30037,1711,,-13,,,,,,
30038,760,,-1,,,,,,
30040,842,1,,,,,,,
30042,748,1,1,,,,,,
30044,1414,-1,24,,,,,,
30045,848,1,-2,,,,,,
30047,848,1,-2,,,,,,
30048,2320,2,2,,,,,,
30050,2320,2,2,,,,,,
30051,1232,,6,,,,,,
30053,1232,,6,,,,,,
30054,1616,,2,,,,,,
30056,1616,,2,,,,,,
30057,592,1,,,,,,,
30059,592,1,,,,,,,
30060,848,,-2,,,,,,
30062,848,,-2,,,,,,
30064,830,1,-21,,,,,,
30066,830,1,-21,,,,,,
30068,680,1,5,,,,,,
30070,1053,2,16,,,,,,
30073,757,1,-3,,,,,,
30076,1118,,5,,,,,,
30079,1645,,7,,,,,,
30082,691,-3,13,,,,,,
30085,1190,-1,-2,,,,,,
30088,1010,1,-1,,,,,,2:30090|3:30091|4:30092|5:30093
30090,1010,1,-1,,,,,,
30091,1010,1,-1,,,,,,
30092,1010,1,-1,,,,,,
30093,1010,1,-1,,,,,,
30094,700,4,,,,,,,
30097,700,4,,,,,,,
30100,550,,-1,,,,,,
30103,1584,3,-4,,,,,,
30105,800,-1,17,,,,,,
30107,750,2,-1,,,,,,
30109,1260,3,4,,,,,,
30111,789,8,-15,,,,,,
30113,400,16,23,,,,,,
30114,400,16,23,,,,,,
30115,400,16,23,,,,,,
30116,400,16,23,,,,,,
30117,400,16,23,,,,,,
30118,400,16,23,,,,,,
30119,400,16,23,,,,,,
30120,400,16,23,,,,,,
30121,400,16,23,,,,,,
30122,1180,,-14,,,,,,
30123,840,,,,,,,,
30125,550,,-1,,,,,,
30128,550,,-1,,,,,,
30131,550,,-1,,,,,,
30134,550,,-1,,,,,,
30137,550,,-1,,,,,,
30140,550,,-1,,,,,,
30143,550,,-1,,,,,,
30146,550,,-1,,,,,,
30149,465,,-1,,,,,,
30151,1872,,,,,,,,
30152,2400,,-27,,,,,,
30154,3600,16,-53,,,,,,
30156,800,,-22,,,,,,
30157,800,,-22,,,,,,
30160,1940,,1,,,,,,
30161,1940,,1,,,,,,
30162,1940,,1,,,,,,
30163,1940,,1,,,,,,
30164,1940,,1,,,,,,
30165,1940,,1,,,,,,
30166,1940,,1,,,,,,
30167,1940,,1,,,,,,
30168,1940,,1,,,,,,
30169,1940,,1,,,,,,
30170,1940,,1,,,,,,
30171,1940,,1,,,,,,
30172,1940,,1,,,,,,
30173,1940,,1,,,,,,
30174,1940,,1,,,,,,
30175,1940,,1,,,,,,
30176,1940,,1,,,,,,
30177,1940,,1,,,,,,
30178,1940,,1,,,,,,
30179,1940,,1,,,,,,
30180,1940,,1,,,,,,
30181,1940,,1,,,,,,
30182,1940,,1,,,,,,
30183,1940,,1,,,,,,
30184,1940,,1,,,,,,
30185,1940,,1,,,,,,
30186,1940,,1,,,,,,
30187,1940,,1,,,,,,
30188,1940,,1,,,,,,
30189,1940,,1,,,,,,
30190,1940,,1,,,,,,
30191,1940,,1,,,,,,
30192,1940,,1,,,,,,
30193,1940,,1,,,,,,
30194,1940,,1,,,,,,
30195,1940,,1,,,,,,
30196,1940,,1,,,,,,
30197,1940,,1,,,,,,
30198,1940,,1,,,,,,
30199,1940,,1,,,,,,
30200,1940,,1,,,,,,
30201,1940,,1,,,,,,
30202,1940,,1,,,,,,
30203,1940,,1,,,,,,
30204,1940,,1,,,,,,
30205,1940,,1,,,,,,
30206,1940,,1,,,,,,
30207,1940,,1,,,,,,
30208,1940,,1,,,,,,
30209,1940,,1,,,,,,
30210,1940,,1,,,,,,
30211,1940,,1,,,,,,
30212,1940,,1,,,,,,
30213,1940,,1,,,,,,
30214,1940,,1,,,,,,
30215,1940,,1,,,,,,
30216,1940,,1,,,,,,
30217,1940,,1,,,,,,
30218,1940,,1,,,,,,
30219,1940,,1,,,,,,
30220,1940,,1,,,,,,
30221,1940,,1,,,,,,
30222,1940,,1,,,,,,
30223,1940,,1,,,,,,
30224,1940,,1,,,,,,
30225,1940,,1,,,,,,
30226,1940,,1,,,,,,
30227,1940,,1,,,,,,
30228,1940,,1,,,,,,
30229,1940,,1,,,,,,
30230,1940,,1,,,,,,
30231,1940,,1,,,,,,
30232,1232,,,,,,,,
30234,2512,-3,61,,,,,,
30236,2512,-3,61,,,,,,
30237,848,2,-7,,,,,,
30239,848,2,-7,,,,,,
30241,848,2,-7,,,,,,
30242,848,2,-7,,,,,,
30243,848,2,-7,,,,,,
30244,848,2,-7,,,,,,
30245,848,2,-7,,,,,,
30246,848,2,-7,,,,,,
30247,848,2,-7,,,,,,
30248,848,2,-7,,,,,,
30249,848,2,-7,,,,,,
30250,848,2,-7,,,,,,
30251,848,2,-7,,,,,,
30252,848,2,-7,,,,,,
30253,848,2,-7,,,,,,
30254,848,2,-7,,,,,,
30255,848,2,-7,,,,,,
30256,848,2,-7,,,,,,
